"Date","jumlah_spesimen_pcr_tcm","jumlah_spesimen_antigen","jumlah_spesimen_total","jumlah_spesimen_avg7d","jumlah_orang_antigen","jumlah_orang_pcr_tcm","jumlah_orang_total","jumlah_orang_avg7d","jumlah_spesimen_pcr_tcm_kum","jumlah_spesimen_antigen_kum","jumlah_spesimen_total_kum","jumlah_orang_pcr_tcm_kum","jumlah_orang_antigen_kum","jumlah_orang_total_kum","jumlah_vaksinasi_1","jumlah_vaksinasi_1_avg7d","jumlah_vaksinasi_2","jumlah_vaksinasi_2_avg7d","jumlah_jumlah_vaksinasi_1_kum","jumlah_jumlah_vaksinasi_2_kum"
"2021-03-15",11438902,204952,11643854,0,192024,7589169,7781193,0,11438902,204952,11643854,7589169,192024,7781193,4166862,0,1572786,0,4166862,1572786
"2021-03-16",53586,22040,75626,0,20557,26507,47064,0,11492488,226992,11719480,7615676,212581,7828257,302089,0,143963,0,4468951,1716749
"2021-03-17",54353,21627,75980,0,31339,27413,58752,0,11546841,248619,11795460,7643089,243920,7887009,236297,0,159391,0,4705248,1876140
"2021-03-18",54815,20922,75737,0,8637,27306,35943,0,11601656,269541,11871197,7670395,252557,7922952,133504,0,72391,0,4838752,1948531
"2021-03-19",53760,19700,73460,0,18500,27463,45963,0,11655416,289241,11944657,7697858,271057,7968915,120311,0,119869,0,4959063,2068400
"2021-03-20",50547,19153,69700,0,17991,25816,43807,0,11705963,308394,12014357,7723674,289048,8012722,165885,0,152800,0,5124948,2221200
"2021-03-21",30215,11140,41355,0,10408,15896,26304,0,11736178,319534,12055712,7739570,299456,8039026,408431,0,80778,0,5533379,2301978
"2021-03-22",34113,9642,43755,0,8892,28690,37582,0,11770291,329176,12099467,7768260,308348,8076608,33901,0,10623,0,5567280,2312601
"2021-03-23",52146,25256,77402,0,23267,26858,50125,0,11822437,354432,12176869,7795118,331615,8126733,164930,0,181821,0,5732210,2494422
"2021-03-24",49919,22359,72278,0,20544,29244,49788,0,11872356,376791,12249147,7824362,352159,8176521,246041,0,215123,0,5978251,2709545
"2021-03-25",55783,25308,81091,0,23386,29776,53162,0,11928139,402099,12330238,7854138,375545,8229683,411586,0,231471,0,6389837,2941016
"2021-03-26",49643,21916,71559,0,19952,31667,51619,0,11977782,424015,12401797,7885805,395497,8281302,579364,0,207595,0,6969201,3148611
"2021-03-27",45708,21840,67548,0,20224,25657,45881,0,12023490,445855,12469345,7911462,415721,8327183,209813,0,85199,0,7179014,3233810
"2021-03-28",30289,12396,42685,0,11402,19236,30638,0,12053779,458251,12512030,7930698,427123,8357821,64188,0,12645,0,7243202,3246455
"2021-03-29",29334,17599,46933,0,15986,23056,39042,0,12083113,475850,12558963,7953754,443109,8396863,151219,0,67039,0,7394421,3313494
"2021-03-30",50271,26633,76904,0,23956,24331,48287,0,12133384,502483,12635867,7978085,467065,8445150,335161,0,186770,0,7729582,3500264
"2021-03-31",48128,23312,71440,0,20752,24962,45714,0,12181512,525795,12707307,8003047,487817,8490864,366135,0,209333,0,8095717,3709597
"2021-04-01",47905,24889,72794,0,22237,32529,54766,0,12229417,550684,12780101,8035576,510054,8545630,253758,0,141194,0,8349475,3850791
"2021-04-02",35633,16862,52495,0,15036,26370,41406,0,12265050,567546,12832596,8061946,525090,8587036,69114,0,16775,0,8418589,3867566
"2021-04-03",28807,15259,44066,0,13839,22206,36045,0,12293857,582805,12876662,8084152,538929,8623081,114833,0,84303,0,8533422,3951869
"2021-04-04",21231,15259,36490,0,13451,20430,33881,0,12315088,598064,12913152,8104582,552380,8656962,95760,0,62532,0,8629182,4014401
"2021-04-05",27719,17238,44957,0,15384,22963,38347,0,12342807,615302,12958109,8127545,567764,8695309,208899,0,193925,0,8838081,4208326
"2021-04-06",49408,28634,78042,0,25395,24364,49759,0,12392215,643936,13036151,8151909,593159,8745068,137285,0,170025,0,8975366,4378351
"2021-04-07",51040,26456,77496,0,23580,29877,53457,0,12443255,670392,13113647,8181786,616739,8798525,212391,0,169229,0,9187757,4547580
"2021-04-08",46789,26627,73416,0,23514,30739,54253,0,12490044,697019,13187063,8212525,640253,8852778,122052,0,117611,0,9309809,4665191
"2021-04-09",47128,25584,72712,0,22564,25616,48180,0,12537172,722603,13259775,8238141,662817,8900958,474469,0,278040,0,9784278,4943231
"2021-04-10",40539,23552,64091,0,20810,22897,43707,0,12577711,746155,13323866,8261038,683627,8944665,171155,0,107293,0,9955433,5050524
"2021-04-11",27733,14373,42106,0,12773,18145,30918,0,12605444,760528,13365972,8279183,696400,8975583,90142,0,49466,0,10045575,5099990
"2021-04-12",28327,18004,46331,0,15790,18644,34434,0,12633771,778532,13412303,8297827,712190,9010017,216216,0,210749,0,10261791,5310739
"2021-04-13",47584,29938,77522,0,25010,25631,50641,0,12681355,808470,13489825,8323458,737200,9060658,112172,0,121258,0,10373963,5431997
"2021-04-14",46491,27667,74158,0,23654,20632,44286,0,12727846,836137,13563983,8344090,760854,9104944,103543,0,136860,0,10477506,5568857
"2021-04-15",49727,24856,74583,0,21078,27650,48728,0,12777573,860993,13638566,8371740,781932,9153672,118867,0,144547,0,10596373,5713404
"2021-04-16",46636,26770,73406,0,23076,27022,50098,0,12824209,887763,13711972,8398762,805008,9203770,109811,0,106542,0,10706184,5819946
"2021-04-17",41273,23565,64838,0,20374,24581,44955,0,12865482,911328,13776810,8423343,825382,9248725,95060,0,69770,0,10801244,5889716
"2021-04-18",25512,13107,38619,0,11327,19953,31280,0,12890994,924435,13815429,8443296,836709,9280005,27175,0,21205,0,10828419,5910921
"2021-04-19",35052,19676,54728,0,16845,20422,37267,0,12926046,944111,13870157,8463718,853554,9317272,138515,0,139811,0,10966934,6050732
"2021-04-20",40470,28737,69207,0,24488,23619,48107,0,12966516,972848,13939364,8487337,878042,9365379,134357,0,81155,0,11101291,6131887
"2021-04-21",45591,26970,72561,0,22860,24188,47048,0,13012107,999818,14011925,8511525,900902,9412427,167922,0,190116,0,11269213,6322003
"2021-04-22",46879,31714,78593,0,26544,29137,55681,0,13058986,1031532,14090518,8540662,927446,9468108,163498,0,166194,0,11432711,6488197
"2021-04-23",44717,18906,63623,0,16007,25552,41559,0,13103703,1050438,14154141,8566214,943453,9509667,155168,0,188951,0,11587879,6677148
"2021-04-24",41484,26267,67751,0,22271,19992,42263,0,13145187,1076705,14221892,8586206,965724,9551930,111706,0,107446,0,11699585,6784594
"2021-04-25",27046,15673,42719,0,13427,19098,32525,0,13172233,1092378,14264611,8605304,979151,9584455,34338,0,37710,0,11733923,6822304
"2021-04-26",30464,21414,51878,0,18282,18585,36867,0,13202697,1113792,14316489,8623889,997433,9621322,110656,0,176000,0,11844579,6998304
"2021-04-27",44443,32178,76621,0,27150,24745,51895,0,13247140,1145970,14393110,8648634,1024583,9673217,136455,0,180464,0,11981034,7178768
"2021-04-28",45360,27923,73283,0,23122,17935,41057,0,13292500,1173893,14466393,8666569,1047705,9714274,131854,0,195690,0,12112888,7374458
"2021-04-29",47043,28777,75820,0,24236,31247,55483,0,13339543,1202670,14542213,8697816,1071941,9769757,167877,0,191913,0,12280765,7566371
"2021-04-30",48373,28853,77226,0,24479,27185,51664,0,13387916,1231523,14619439,8725001,1096420,9821421,105121,0,63488,0,12385886,7629859
"2021-05-01",43594,19623,63217,0,16685,25037,41722,0,13431510,1251146,14682656,8750038,1113105,9863143,57377,0,37724,0,12443263,7667583
"2021-05-02",27283,12675,39958,0,10987,21402,32389,0,13458793,1263821,14722614,8771440,1124092,9895532,13901,0,10902,0,12457164,7678485
"2021-05-03",28611,19588,48199,0,16526,19187,35713,0,13487404,1283409,14770813,8790627,1140618,9931245,88208,0,148711,0,12545372,7827196
"2021-05-04",45888,29997,75885,0,24746,26790,51536,0,13533292,1313406,14846698,8817417,1165364,9982781,127492,0,153859,0,12672864,7981055
"2021-05-05",48729,30589,79318,0,25827,25349,51176,0,13582021,1343995,14926016,8842766,1191191,10033957,160022,0,170887,0,12832886,8151942
"2021-05-06",46540,29733,76273,0,24523,25599,50122,0,13628561,1373728,15002289,8868365,1215714,10084079,162824,0,166002,0,12995710,8317944
"2021-05-07",50207,25783,75990,0,21490,25145,46635,0,13678768,1399511,15078279,8893510,1237204,10130714,140976,0,138315,0,13136686,8456259
"2021-05-08",49036,25511,74547,0,21459,23246,44705,0,13727804,1425022,15152826,8916756,1258663,10175419,147736,0,127595,0,13284422,8583854
"2021-05-09",32981,15920,48901,0,13263,16986,30249,0,13760785,1440942,15201727,8933742,1271926,10205668,56535,0,50692,0,13340957,8634546
"2021-05-10",34046,15437,49483,0,13062,18901,31963,0,13794831,1456379,15251210,8952643,1284988,10237631,134130,0,120710,0,13475087,8755256
"2021-05-11",47560,27856,75416,0,23116,21974,45090,0,13842391,1484235,15326626,8974617,1308104,10282721,140226,0,115168,0,13615313,8870424
"2021-05-12",41184,22074,63258,0,18618,20022,38640,0,13883575,1506309,15389884,8994639,1326722,10321361,63010,0,37841,0,13678323,8908265
"2021-05-13",22395,9155,31550,0,7906,13807,21713,0,13905970,1515464,15421434,9008446,1334628,10343074,17230,0,11292,0,13695553,8919557
"2021-05-14",12141,6399,18540,0,5545,10400,15945,0,13918111,1521863,15439974,9018846,1340173,10359019,3840,0,1874,0,13699393,8921431
"2021-05-15",16517,13070,29587,0,11273,11246,22519,0,13934628,1534933,15469561,9030092,1351446,10381538,22234,0,32869,0,13721627,8954300
"2021-05-16",22097,15376,37473,0,13054,14586,27640,0,13956725,1550309,15507034,9044678,1364500,10409178,15969,0,16415,0,13737596,8970715
"2021-05-17",24905,20748,45653,0,17395,19593,36988,0,13981630,1571057,15552687,9064271,1381895,10446166,65459,0,96267,0,13803055,9066982
"2021-05-18",45416,34332,79748,0,28325,15179,43504,0,14027046,1605389,15632435,9079450,1410220,10489670,148920,0,180618,0,13951975,9247600
"2021-05-19",46744,38235,84979,0,31619,21539,53158,0,14073790,1643624,15717414,9100989,1441839,10542828,147779,0,119035,0,14099754,9366635
"2021-05-20",55641,39794,95435,0,33461,22280,55741,0,14129431,1683418,15812849,9123269,1475300,10598569,269479,0,169467,0,14369233,9536102
"2021-05-21",56598,35454,92052,0,30107,41668,71775,0,14186029,1718872,15904901,9164937,1505407,10670344,237098,0,175144,0,14606331,9711246
"2021-05-22",47721,34095,81816,0,19129,22636,41765,0,14233750,1752967,15986717,9187573,1524536,10712109,209335,0,114253,0,14815666,9825499
"2021-05-23",37476,35482,72958,0,29584,24095,53679,0,14271226,1788449,16059675,9211668,1554120,10765788,75267,0,46165,0,14890933,9871664
"2021-05-24",34132,31337,65469,0,25832,28574,54406,0,14305358,1819786,16125144,9240242,1579952,10820194,28656,0,25318,0,14919589,9896982
"2021-05-25",48738,35686,84424,0,30508,31353,61861,0,14354096,1855472,16209568,9271595,1610460,10882055,410717,0,228498,0,15330306,10125480
"2021-05-26",49814,32506,82320,0,27801,28517,56318,0,14403910,1887978,16291888,9300112,1638261,10938373,205692,0,99353,0,15535998,10224833
"2021-05-27",39585,41364,80949,0,35646,26740,62386,0,14443495,1929342,16372837,9326852,1673907,11000759,167585,0,135163,0,15703583,10359996
"2021-05-28",53372,57310,110682,0,49252,23840,73092,0,14496867,1986652,16483519,9350692,1723159,11073851,297364,0,126403,0,16000947,10486399
"2021-05-29",53554,52392,105946,0,45254,26580,71834,0,14550421,2039044,16589465,9377272,1768413,11145685,202882,0,68397,0,16203829,10554796
"2021-05-30",39960,31057,71017,0,26549,25583,52132,0,14590381,2070101,16660482,9402855,1794962,11197817,100871,0,29693,0,16304700,10584489
"2021-05-31",32857,35004,67861,0,29851,23640,53491,0,14623238,2105105,16728343,9426495,1824813,11251308,108972,0,47346,0,16413672,10631835
"2021-06-01",39592,36353,75945,0,30647,20953,51600,0,14662830,2141458,16804288,9447448,1855460,11302908,180909,0,82465,0,16594581,10714300
"2021-06-02",29718,35112,64830,0,29373,20358,49731,0,14692548,2176570,16869118,9467806,1884833,11352639,171682,0,138684,0,16766263,10852984
"2021-06-03",60088,45471,105559,0,37805,20562,58367,0,14752636,2222041,16974677,9488368,1922638,11411006,276587,0,131916,0,17042850,10984900
"2021-06-04",62325,45311,107636,0,37621,27586,65207,0,14814961,2267352,17082313,9515954,1960259,11476213,248654,0,70654,0,17291504,11055554
"2021-06-05",52509,36516,89025,0,30144,26628,56772,0,14867470,2303868,17171338,9542582,1990403,11532985,289960,0,65915,0,17581464,11121469
"2021-06-06",37536,26687,64223,0,22193,27047,49240,0,14905006,2330555,17235561,9569629,2012596,11582225,62139,0,5288,0,17643603,11126757
"2021-06-07",33092,30964,64056,0,25618,25877,51495,0,14938098,2361519,17299617,9595506,2038214,11633720,132315,0,70312,0,17775918,11197069
"2021-06-08",55606,46325,101931,0,38224,30960,69184,0,14993704,2407844,17401548,9626466,2076438,11702904,484564,0,158956,0,18260482,11356025
"2021-06-09",61413,46412,107825,0,38174,32359,70533,0,15055117,2454256,17509373,9658825,2114612,11773437,458287,0,80234,0,18718769,11436259
"2021-06-10",64100,46523,110623,0,38458,30538,68996,0,15119217,2500779,17619996,9689363,2153070,11842433,492664,0,52658,0,19211433,11488917
"2021-06-11",62520,53242,115762,0,44148,30037,74185,0,15181737,2554021,17735758,9719400,2197218,11916618,458535,0,36721,0,19669968,11525638
"2021-06-12",55455,42504,97959,0,35800,27364,63164,0,15237192,2596525,17833717,9746764,2233018,11979782,374219,0,33500,0,20044187,11559138
"2021-06-13",45425,25043,70468,0,20980,27370,48350,0,15282617,2621568,17904185,9774134,2253998,12028132,114750,0,9305,0,20158937,11568443
"2021-06-14",36603,32711,69314,0,27142,25571,52713,0,15319220,2654279,17973499,9799705,2281140,12080845,265111,0,47419,0,20424048,11615862
"2021-06-15",61064,47736,108800,0,39465,19688,59153,0,15380284,2702015,18082299,9819393,2320605,12139998,480675,0,83159,0,20904723,11699021
"2021-06-16",72595,20087,92682,0,15021,27051,42072,0,15452879,2722102,18174981,9846444,2335626,12182070,544051,0,116597,0,21448774,11815618
"2021-06-17",75965,54864,130829,0,46378,32944,79322,0,15528844,2776966,18305810,9879388,2382004,12261392,550482,0,147512,0,21999256,11963130
"2021-06-18",77633,54582,132215,0,45965,27840,73805,0,15606477,2831548,18438025,9907228,2427969,12335197,455911,0,132936,0,22455167,12096066
"2021-06-19",73136,49274,122410,0,41726,33879,75605,0,15679613,2880822,18560435,9941107,2469695,12410802,418175,0,116840,0,22873342,12212906
"2021-06-20",55720,33463,89183,0,28126,32103,60229,0,15735333,2914285,18649618,9973210,2497821,12471031,170030,0,26800,0,23043372,12239706
"2021-06-21",47757,36661,84418,0,30778,31583,62361,0,15783090,2950946,18734036,10004793,2528599,12533392,222401,0,80680,0,23265773,12320386
"2021-06-22",76060,54570,130630,0,45250,25492,70742,0,15859150,3005516,18864666,10030285,2573849,12604134,524111,0,194531,0,23789884,12514917
"2021-06-23",88289,52898,141187,0,44301,30090,74391,0,15947439,3058414,19005853,10060375,2618150,12678525,568972,0,125124,0,24358856,12640041
"2021-06-24",83430,53466,136896,0,44785,45718,90503,0,16030869,3111880,19142749,10106093,2662935,12769028,570586,0,129748,0,24929442,12769789
"2021-06-25",87831,53084,140915,0,44493,50958,95451,0,16118700,3164964,19283664,10157051,2707428,12864479,552594,0,142834,0,25482036,12912623
"2021-06-26",85073,50561,135634,0,42382,55892,98274,0,16203773,3215525,19419298,10212943,2749810,12962753,550095,0,105901,0,26032131,13018524
"2021-06-27",63238,35666,98904,0,29512,50021,79533,0,16267011,3251191,19518202,10262964,2779322,13042286,1083632,0,90507,0,27115763,13109031
"2021-06-28",59108,39079,98187,0,32260,48048,80308,0,16326119,3290270,19616389,10311012,2811582,13122594,304135,0,73003,0,27419898,13182034
"2021-06-29",86813,57144,143957,0,47401,55864,103265,0,16412932,3347414,19760346,10366876,2858983,13225859,884876,0,147704,0,28304774,13329738
"2021-06-30",85055,57676,142731,0,47880,52433,100313,0,16497987,3405090,19903077,10419309,2906863,13326172,974368,0,135761,0,29279142,13465499
"2021-07-01",98642,56549,155191,0,46873,51699,98572,0,16596629,3461639,20058268,10471008,2953736,13424744,905250,0,158658,0,30184392,13624157
"2021-07-02",93639,59969,153608,0,50037,52728,102765,0,16690268,3521608,20211876,10523736,3003773,13527509,707429,0,145950,0,30891821,13770107
"2021-07-03",103780,53447,157227,0,44369,66614,110983,0,16794048,3575055,20369103,10590350,3048142,13638492,681419,0,152625,0,31573240,13922732
"2021-07-04",81299,39535,120834,0,33198,53094,86292,0,16875347,3614590,20489937,10643444,3081340,13724784,490505,0,56832,0,32063745,13979564
"2021-07-05",72145,37970,110115,0,31680,60718,92398,0,16947492,3652560,20600052,10704162,3113020,13817182,238523,0,56370,0,32302268,14035934
"2021-07-06",119024,64029,183053,0,52846,83919,136765,0,17066516,3716589,20783105,10788081,3165866,13953947,873761,0,232046,0,33176029,14267980
"2021-07-07",133579,65564,199143,0,55165,86792,141957,0,17200095,3782153,20982248,10874873,3221031,14095904,863768,0,175833,0,34039797,14443813
"2021-07-08",134574,65807,200381,0,54452,81484,135936,0,17334669,3847960,21182629,10956357,3275483,14231840,820889,0,178689,0,34860686,14622502
"2021-07-09",152825,67090,219915,0,55476,86529,142005,0,17487494,3915050,21402544,11042886,3330959,14373845,914881,0,246075,0,35775567,14868577
"2021-07-10",122862,71697,194559,0,59738,85556,145294,0,17610356,3986747,21597103,11128442,3390697,14519139,417509,0,100753,0,36193076,14969330
"2021-07-11",101430,57789,159219,0,48263,79792,128055,0,17711786,4044536,21756322,11208234,3438960,14647194,73943,0,42018,0,36267019,15011348
"2021-07-12",98932,50812,149744,0,41872,81445,123317,0,17810718,4095348,21906066,11289679,3480832,14770511,101172,0,25120,0,36368191,15036468
"2021-07-13",151366,75717,227083,0,61938,97416,159354,0,17962084,4171065,22133149,11387095,3542770,14929865,546416,0,154530,0,36914607,15190998
"2021-07-14",167784,72940,240724,0,60547,112312,172859,0,18129868,4244005,22373873,11499407,3603317,15102724,1994826,0,420556,0,38909433,15611554
"2021-07-15",170491,78568,249059,0,65735,119586,185321,0,18300359,4322573,22622932,11618993,3669052,15288045,718716,0,198545,0,39628149,15810099
"2021-07-16",165870,92662,258532,0,76468,102748,179216,0,18466229,4415235,22881464,11721741,3745520,15467261,600662,0,130630,0,40228811,15940729
"2021-07-17",151852,99540,251392,0,82232,106319,188551,0,18618081,4514775,23132856,11828060,3827752,15655812,1039816,0,277126,0,41268627,16217855
"2021-07-18",126485,66952,193437,0,55252,82923,138175,0,18744566,4581727,23326293,11910983,3883004,15793987,404837,0,56295,0,41673464,16274150
"2021-07-19",92301,68385,160686,0,55545,71916,127461,0,18836867,4650112,23486979,11982899,3938549,15921448,422067,0,126201,0,42095531,16400351
"2021-07-20",122863,56412,179275,0,45043,69631,114674,0,18959730,4706524,23666254,12052530,3983592,16036122,249144,0,50937,0,42344675,16451288
"2021-07-21",92610,60720,153330,0,50920,65312,116232,0,19052340,4767244,23819584,12117842,4034512,16152354,266927,0,155387,0,42611602,16606675
"2021-07-22",160320,134150,294470,0,124350,104352,228702,0,19212660,4901394,24114054,12222194,4158862,16381056,544193,0,289525,0,43155795,16896200
"2021-07-23",160025,114221,274246,0,110743,91642,202385,0,19372685,5015615,24388300,12313836,4269605,16583441,561459,0,257945,0,43717254,17154145
"2021-07-24",144441,108255,252696,0,87035,92918,179953,0,19517126,5123870,24640996,12406754,4356640,16763394,390672,0,321851,0,44107926,17475996
"2021-07-25",109613,63859,173472,0,57884,66255,124139,0,19626739,5187729,24814468,12473009,4414524,16887533,362048,0,430508,0,44469974,17906504
"2021-07-26",79027,81562,160589,0,64900,56366,121266,0,19705766,5269291,24975057,12529375,4479424,17008799,258346,0,223374,0,44728320,18129878
"2021-07-27",141519,128915,270434,0,101530,78672,180202,0,19847285,5398206,25245491,12608047,4580954,17189001,550229,0,536465,0,45278549,18666343
"2021-07-28",151699,126110,277809,0,100719,84462,185181,0,19998984,5524316,25523300,12692509,4681673,17374182,456363,0,436819,0,45734912,19103162
"2021-07-29",139290,123664,262954,0,99653,73811,173464,0,20138274,5647980,25786254,12766320,4781326,17547646,555030,0,566060,0,46289942,19669222
"2021-07-30",132631,119553,252184,0,95345,69654,164999,0,20270905,5767533,26038438,12835974,4876671,17712645,516051,0,477199,0,46805993,20146421
"2021-07-31",128698,113067,241765,0,88605,61617,150222,0,20399603,5880600,26280203,12897591,4965276,17862867,420521,0,388402,0,47226514,20534823
"2021-08-01",98065,80310,178375,0,63706,48955,112661,0,20497668,5960910,26458578,12946546,5028982,17975528,251654,0,138256,0,47478168,20673079
"2021-08-02",70655,80561,151216,0,61988,44797,106785,0,20568323,6041471,26609794,12991343,5090970,18082313,208315,0,261346,0,47686483,20934425
"2021-08-03",125637,122589,248226,0,94130,57582,151712,0,20693960,6164060,26858020,13048925,5185100,18234025,419725,0,502483,0,48106208,21436908
"2021-08-04",128549,113779,242328,0,87771,61041,148812,0,20822509,6277839,27100348,13109966,5272871,18382837,379057,0,528458,0,48485265,21965366
"2021-08-05",128831,119725,248556,0,93234,60683,153917,0,20951340,6397564,27348904,13170649,5366105,18536754,348858,0,245013,0,48834123,22210379
"2021-08-06",123222,114334,237556,0,88867,60113,148980,0,21074562,6511898,27586460,13230762,5454972,18685734,556935,0,681445,0,49391058,22891824
"2021-08-07",119543,116424,235967,0,90737,53318,144055,0,21194105,6628322,27822427,13284080,5545709,18829789,410765,0,453440,0,49801823,23345264
